"bearing","State","Skew.x","Kurt.x","FTF.x","BPFI.x","BPFO.x","BSF.x","Skew.y","Kurt.y","FTF.y","BPFI.y","BPFO.y","BSF.y","VHF.pow.x","HF.pow.y"
"b1","early",-0.029990568091718,1.0687653858144,10.4745500337373,6.95225697667996,6.44887046012333,25.3127051397859,0.220099843501968,3.06529123611314,8.12987922100361,7.23399254893289,7.3904471573858,21.5198194740009,17044.5531342753,28452.6760284994
"b1","early",-0.0700697936495487,1.16114521646676,4.11215241506166,9.24309177429913,3.84348854189629,24.4489149063329,0.126488994067015,2.00052763527729,1.08199520613987,6.62207052172296,7.97262447898999,16.6513151305522,17102.8952354312,28554.0314104111
"b1","early",-0.0416429001339993,0.9858962249947,3.79377024745674,14.1530355486279,7.5658586445751,23.5946916445979,0.151039207788419,1.9684660226201,11.0766955383854,14.0084887406342,7.7157454034886,27.0212422842123,17008.8342348964,27597.2525590995
"b1","early",0.00516121586920696,1.03389954518093,3.68711804266859,5.37066288962372,10.3380547119044,16.9702351316869,0.0994865468237307,1.74490610842211,2.7523350963001,1.98176508708447,9.39170539764581,21.3236870319462,17449.5771653669,28672.2548345618
"b1","early",-0.060191220305041,1.10976228835854,4.8019626933038,11.8339323762831,8.11705876962035,22.5047314448244,0.0958769611556815,1.18075189053954,11.2990368757339,3.48274672781078,4.67098851900778,23.8711496202559,17346.1583834048,29173.2346175266
"b1","early",-0.0541787289720091,1.09447822525422,11.3810356388791,4.92579511881933,6.15700450800702,13.7567530820915,0.118862139999862,1.96992501810119,3.87604777688135,12.8598703893413,7.43912215664418,26.4087570392613,17362.1718541311,29448.276331892
"b1","early",-0.0209514520507362,0.887392861130901,3.81830295365737,6.36997878163826,4.62146186188871,11.8746614349268,0.0588145202444161,1.03713414334741,6.11617517561131,6.00164903621317,5.95953638875728,13.5860785104479,17528.8293701885,28750.6476027074
"b1","early",-0.0142192975477933,0.899592519060764,3.93326747433424,9.37471635987828,8.7946886294666,15.777182159371,0.0541848362040147,1.29375996997612,6.62116763746021,10.783538935433,0.872006425305556,19.6863223452063,17733.0068303236,28590.6020036413
"b1","early",-0.0207168635284773,0.937736453058578,11.6062197599802,7.20279873401811,7.91008670289519,18.3074186304338,0.133186864260111,1.66732432968455,9.27142263577875,13.8701049888922,9.24670009395872,23.0533018729917,17749.5549955522,29319.2962311361
"b1","early",0.0129644950135004,0.922041699279062,5.48759599502649,10.7544020006799,5.05082763221751,21.3499966557237,0.0959892995132544,1.50268880978066,7.07265799831389,3.63450991800562,17.1374277469122,20.4266739623478,17193.0938983478,28832.7206930516
"b1","early",-0.0668458271479425,0.683645875972989,0.382273477552227,7.55052884564679,4.72179658500095,13.813204733776,0.0599260210378596,1.12771793375074,9.54689042926273,7.33225787584328,4.80497522954828,29.1328502241497,17235.9274513828,29078.3469975549
"b1","early",-0.0666369631475449,0.732271568440348,11.0828125866745,1.72489831655094,8.68317652796142,24.0029867334885,0.105436558761345,1.14179902991929,7.70883390768883,3.82306436428092,8.56841234158863,20.30900720304,17210.7084924522,28586.5984751923
"b1","early",-0.0526331684410162,0.746370679955847,10.0692160011302,11.8528058664572,3.43740871293538,11.9886805680826,0.0582228707550832,1.442993105888,8.49665498983507,5.94766870602619,9.34818659108668,21.8492729537081,16677.4400102451,28201.2720427276
"b1","early",-0.0284000395671138,1.07080682371986,6.86237739257029,6.49840407329238,6.60924943433582,16.2468038486241,0.0973871334282455,1.36733919248465,9.25968787857574,11.3579782864962,9.24019504350473,22.8209393653438,17040.6745990716,28518.9868914018
"b1","early",-0.0871204117020718,0.828190850170568,2.62868999287249,7.07031011585565,9.56495639533896,24.8238625901351,0.0679275024665708,1.10724707717868,0.661681887966614,10.422485045391,7.76808085248421,22.8871926017882,16705.5485322636,28311.2788701056
"b1","early",-0.00213235901675355,0.752850748127569,7.43227155143852,5.26209378954903,2.58961890998331,25.4786386586743,0.0768500557590926,1.08047631213669,11.3665786262133,10.4243624952972,5.17532880259825,27.7163447879074,19574.2755910582,33145.574290207
"b1","early",-0.0312301004715242,0.999456386040082,11.8941867332818,4.81435309626115,1.56443261816728,19.8954025184324,0.0778448671008573,1.12858093814562,10.0910649853579,9.51326771938668,8.6289544254885,20.6031268828324,17521.6670060939,28869.77412217
"b1","early",-0.00986974578652094,1.02671548728982,8.21954869817811,8.36577364170074,2.59051980900717,17.2687293278321,0.158013939125123,1.96932026556275,13.9606035288306,0.514735570511475,2.3072988604795,22.4494176893303,17777.5163494454,29048.2121835504
"b1","early",-0.06803894878709,0.936809895515518,4.52382078628396,7.24247626443685,4.05180911032256,10.923511535426,0.0458861001759228,1.30359632852492,5.97861042231963,8.08908925532654,2.42352008957152,33.0677505343076,17353.1002564534,28566.1888006505
"b1","early",-0.102973048537179,0.824016704526569,7.54580240966842,13.0626089968461,8.10201829778521,16.6357811233806,0.117323161476507,1.40621742322887,4.32939218288673,4.58440018122889,12.5281126399306,20.640504169605,17238.9127527815,28297.2316246257
"b1","early",-0.0650705063563872,1.05379215436236,9.04261339492635,13.8422055600013,5.20267651697412,23.2168522232152,0.220823946123382,2.17141339996767,2.9443060501869,8.22763605690383,7.43967725836097,23.1766974605891,17367.3414381218,29092.7880146848
"b1","early",-0.0247670088787367,0.857131858118873,4.747499441184,10.1680467753397,6.06717826547664,15.8783066218156,0.120890174791049,1.38847929835655,10.3574069557647,6.60054591198735,6.12358440474284,21.0826967675013,17761.1658323774,30082.9321359503
"b1","early",-0.00141348284267697,0.944174863003318,1.91286740404078,10.1914341633905,5.72248600169388,24.4392219788216,0.115043726324482,1.12204573635248,4.91081009329601,8.3424224789741,6.3141085847744,6.35700516675309,17302.3946582478,28881.7292992568
"b1","early",-0.101647998063897,1.0718709744826,2.73793729600397,6.17607094414651,10.2173575405823,21.5271595662335,0.0411532862911585,0.957797230178248,3.50021725606717,8.43849276689037,0.230359386074872,19.51549485338,18285.41496473,30343.0656149885
"b1","early",0.00853352577591701,0.709878388489132,5.62091042776126,5.54283948947538,11.6943780340951,25.1161381497242,0.10161596635571,1.28934223821473,10.7218817041614,8.32444081003499,10.8838584766072,18.0642577146951,17759.5324700512,29483.9131072457
"b1","early",-0.0647221387540309,1.02199450760055,4.10282600964856,5.9381615501654,5.39570854703499,19.2067927982907,0.131939243764762,1.62343112811113,9.01880673116264,13.2055741857887,2.48907446114321,19.4185008100609,17295.3748841834,28901.8198651851
"b1","early",0.0146057202352201,0.827634798502866,4.942894140759,8.29723804976784,7.53216622767681,20.9485559635339,0.111141891438283,1.52032303890589,5.7238020576991,6.89401697925665,7.38936916153932,17.2893299867207,17216.8870226552,28943.0851559214
"b1","early",-0.0166053356463083,0.950139639671528,6.94398579560633,3.9748241193816,15.2914383943724,22.2866844056706,0.157880415546167,1.84984076589414,1.59179061244892,9.68450101570727,8.33948372554699,24.8156022783245,17135.5652562223,28579.4741070278
"b1","early",-0.111899983449563,1.25134038801017,7.53893786521139,3.27629273430479,4.99487760117418,15.0993521274288,0.11976271696865,1.04798338844749,5.53677459513415,15.1673927183249,7.79185231014177,21.2189066108276,17797.1956962791,30046.7798382916
